,アイテム,識別子,ラベル,地域,緯度,経度
1033,https://mediaarts-db.bunka.go.jp/id/C46341,C46341,豊丸産業,愛知県名古屋市中村区長戸井町3-12,35.1593378,136.8734
1034,https://mediaarts-db.bunka.go.jp/id/C46337,C46337,ギャガ,"東京都港区南青山2丁目22番18号
TYビル",35.670841,139.7194417
1035,https://mediaarts-db.bunka.go.jp/id/C46338,C46338,マックスファイブ,熊本市南区平田1-14-8 亀川ビル1F,32.7716181,130.6936332
1036,https://mediaarts-db.bunka.go.jp/id/C46335,C46335,NECアベニュー,神奈川県川崎市高津区,35.5929998,139.6146102
1037,https://mediaarts-db.bunka.go.jp/id/C46333,C46333,GPミュージアムソフト,東京都港区六本木5-2-1-7F,35.6625271,139.7334193
1038,https://mediaarts-db.bunka.go.jp/id/C44966,C44966,ライブレイジ,東京都千代田区,35.6940309,139.7537719
1039,https://mediaarts-db.bunka.go.jp/id/C46336,C46336,フォーティファイブ,東京都新宿区新宿5-1-13,35.6927238,139.7124192
1040,https://mediaarts-db.bunka.go.jp/id/C46389,C46389,ウィザード,東京都江戸川区平井5-14-12大島園マンション401,35.7061882,139.8412754
1041,https://mediaarts-db.bunka.go.jp/id/C46390,C46390,集英社・セタ BUSTARD!!製作委員会,東京都大田区西蒲田7-35-1,35.563354,139.710564
1042,https://mediaarts-db.bunka.go.jp/id/C46384,C46384,テンキー,東京都世田谷区南烏山5丁目12番9号 グローリイセブンビル301,35.6673829,139.6023134
1043,https://mediaarts-db.bunka.go.jp/id/C46385,C46385,シンコー・ミュージック,東京都千代田区神田小川町二丁目1番 シンコーミュージック・プラザビル,35.6941586,139.7648685
1044,https://mediaarts-db.bunka.go.jp/id/C45008,C45008,甲南電機製作所,東京都千代田区,35.6940309,139.7537719
1045,https://mediaarts-db.bunka.go.jp/id/C46386,C46386,ファミリーソフト,東京都練馬区東大泉1-27-25 シャローム大泉301号室,35.7506723,139.5887052
1046,https://mediaarts-db.bunka.go.jp/id/C46391,C46391,ビング株式会社,東京都品川区上大崎1-21-5,35.633917,139.7209181
1047,https://mediaarts-db.bunka.go.jp/id/C46392,C46392,ブレイク,東京都中央区日本橋室町３丁目３番１号,35.6877552,139.7736346
1048,https://mediaarts-db.bunka.go.jp/id/C46398,C46398,大映株式会社,東京都港区東新橋1丁目1番16号徳間書店ビル4階,35.6656633,139.7600585
1049,https://mediaarts-db.bunka.go.jp/id/C46401,C46401,バンタンインターナショナル電脳工場,東京都渋谷区恵比寿西2-7-3 TSビル7F,35.6502776,139.7072128
1050,https://mediaarts-db.bunka.go.jp/id/C46399,C46399,サイバーテックデザイン,東京都中野区中野4-2-1-2402,35.7085029,139.6647602
1051,https://mediaarts-db.bunka.go.jp/id/C46400,C46400,ソネット・コンピュータエンタテイメント,東京都新宿区高田馬場4-6-6 カスケード璃(タマ)2F,35.7132906,139.7034827
1052,https://mediaarts-db.bunka.go.jp/id/C46397,C46397,アンティノスレコード,東京都港区1-1-1 新青山ビル西館8館,35.6727357,139.7253676
1053,https://mediaarts-db.bunka.go.jp/id/C46396,C46396,アイランドクリエイション,東京都渋谷区神宮前2-6-10 外苑パレス5F,35.6727605,139.7115415
1054,https://mediaarts-db.bunka.go.jp/id/C46395,C46395,クレフインベンション,福岡県福岡市博多区東2-14-1,33.6578848,130.4488478
1055,https://mediaarts-db.bunka.go.jp/id/C46393,C46393,Team Bughouse,愛知県稲沢市松下2-1-20代5松長ビル3F,35.2528362,136.8004257
1056,https://mediaarts-db.bunka.go.jp/id/C46394,C46394,プランニングオフィスワダ,東京都渋谷区神宮前2-6-10 外苑パレス4F,35.6727605,139.7115415
1057,https://mediaarts-db.bunka.go.jp/id/C46689,C46689,テクモソフトプロダクツ株式会社,東京都千代田区,35.6940309,139.7537719
1058,https://mediaarts-db.bunka.go.jp/id/C46693,C46693,Kaos Studios,"New York City, New York, United States",40.7127753,-74.0059728
1059,https://mediaarts-db.bunka.go.jp/id/C44844,C44844,ガンホー・オンライン・エンターテイメント株式会社,東京都千代田区,35.6940309,139.7537719
1060,https://mediaarts-db.bunka.go.jp/id/C44909,C44909,デジターボ,東京都千代田区,35.6940309,139.7537719
1061,https://mediaarts-db.bunka.go.jp/id/C46766,C46766,IRONCLAD GAMES CORPORATION,"Burnaby, British Columbia, Canada",49.2488091,-122.9805104
1062,https://mediaarts-db.bunka.go.jp/id/C45087,C45087,ディースリー・パブリッシャー,東京都千代田区神田神保町三丁目2番3号 Daiwa神保町3丁目ビル 8階,35.6960686,139.7544686
1063,https://mediaarts-db.bunka.go.jp/id/C45078,C45078,ゼネラル・エンタテイメント,東京都中央区銀座7-16-15 8F,35.6666545,139.7650682
1064,https://mediaarts-db.bunka.go.jp/id/C45080,C45080,翔泳社,東京都新宿区舟町5 SE舟町ビル,35.689607,139.721251
1065,https://mediaarts-db.bunka.go.jp/id/C45076,C45076,オラシオン,東京都渋谷区富ヶ谷2-31-12 富ヶ谷小川ビル 2F,35.665765,139.6852947
1066,https://mediaarts-db.bunka.go.jp/id/C45075,C45075,ケイエスエス,東京都品川区西五反田1-21-8 KSSビル,35.6229474,139.7234929
1067,https://mediaarts-db.bunka.go.jp/id/C45074,C45074,マックザウルス,東京都新宿区住吉町8-28 B-STEP 2F,35.6938039,139.7213571
1068,https://mediaarts-db.bunka.go.jp/id/C45079,C45079,インクリメント・ピー株式会社,東京都文京区本駒込2-28-8 文京グリーンコートセンターオフィス,35.7299074,139.7474002
1069,https://mediaarts-db.bunka.go.jp/id/C45084,C45084,インターセプター,東京都大田区大森中2-15-5ダイヤモンドビル大森中503,35.567131,139.7356345
1070,https://mediaarts-db.bunka.go.jp/id/C45090,C45090,ヴィジット,大阪市浪速区幸町3-9-7,34.6689189,135.4818583
1071,https://mediaarts-db.bunka.go.jp/id/C45088,C45088,ヴィアール・ワン,東京都渋谷区千駄ヶ谷5-15-5 DSビル6F,35.6831506,139.7049189
1072,https://mediaarts-db.bunka.go.jp/id/C45089,C45089,Interplay Entertainment Corp.,"12301 Wilshire Blvd. Los Angeles, CA, 	United States",34.0427445,-118.4697633
1073,https://mediaarts-db.bunka.go.jp/id/C45091,C45091,マックスベット,東京都目黒区中目黒2-10-15,35.6406574,139.7029043
1074,https://mediaarts-db.bunka.go.jp/id/C45096,C45096,"Blizzard Entertainment, Inc.","Irvine, California, U.S.",33.6845673,-117.8265049
1075,https://mediaarts-db.bunka.go.jp/id/C45093,C45093,システムソフト,東京都千代田区紀尾井町4番1号,35.6810328,139.7340679
1076,https://mediaarts-db.bunka.go.jp/id/C45095,C45095,コナミコンピュータエンタテインメント東京,東京都中央区晴海アイランドトリトンスクエア,35.6573718,139.7827814
1077,https://mediaarts-db.bunka.go.jp/id/C45099,C45099,シスコン,東京都台東区東上野2-14-1マルコーセンタービル５階,35.7090505,139.7775488
1078,https://mediaarts-db.bunka.go.jp/id/C45097,C45097,大創出版,東京都豊島区巣鴨1丁目4番7号　MKビル2F,35.7333276,139.7423094
1079,https://mediaarts-db.bunka.go.jp/id/C45098,C45098,日本クリエイト株式会社,大阪府浪速区幸町2-2-40-201,34.6690564,135.4907637
1080,https://mediaarts-db.bunka.go.jp/id/C45094,C45094,ツクダシナジー株式会社,東京都台東区橋場1-36-10 ツクダグループビル７Ｆ,35.7247063,139.8082822
1081,https://mediaarts-db.bunka.go.jp/id/C45086,C45086,TAITO America Corporation,"Elk Grove Village, Illinois, United States",42.0039178,-87.9703461
1082,https://mediaarts-db.bunka.go.jp/id/C45081,C45081,アクアルージュ,東京都豊島区南大塚1-31-17 マイスターSY,35.7312756,139.7357642
1083,https://mediaarts-db.bunka.go.jp/id/C45082,C45082,メガサイバー,東京都豊島区池袋2-43-1,35.7334089,139.710165
1084,https://mediaarts-db.bunka.go.jp/id/C45072,C45072,ビジュアルアーツ,大阪府大阪市北区本庄西2-12-16 VA第一ビル,34.7142289,135.504101
1085,https://mediaarts-db.bunka.go.jp/id/C45128,C45128,"Niantic, Inc.","San Francisco, United States",37.7749295,-122.4194155
1086,https://mediaarts-db.bunka.go.jp/id/C45124,C45124,5pb.,東京都渋谷区猿楽町28-11 NEST代官山B1,35.6477937,139.7016078
1087,https://mediaarts-db.bunka.go.jp/id/C45123,C45123,二コリ,東京都中央区日本橋浜町3-36-5 日本橋浜町ビル3F,35.6852693,139.7910007
1088,https://mediaarts-db.bunka.go.jp/id/C45126,C45126,メディアファイブ,福岡県福岡市中央区薬院一丁目1番1号 薬院ビジネスガーデン6階,33.5824565,130.4009222
1089,https://mediaarts-db.bunka.go.jp/id/C45125,C45125,クエスト,東京都世田谷区三軒茶屋2-2-16 YKビルディング3F,35.6408055,139.6682885
1090,https://mediaarts-db.bunka.go.jp/id/C45121,C45121,ガイズウェア,東京都品川区西五反田七丁目9番2号 KDX五反田ビル7F,35.6237401,139.7206217
1091,https://mediaarts-db.bunka.go.jp/id/C45122,C45122,大都技研,東京都中央区京橋3丁目1番1号 東京スクエアガーデン,35.6761291,139.7688154
1092,https://mediaarts-db.bunka.go.jp/id/C45120,C45120,シフト,神奈川県藤沢市藤沢971-3パール湘南3F,35.3399277,139.4836169
1093,https://mediaarts-db.bunka.go.jp/id/C45129,C45129,enish Inc.,東京都港区六本木6-10-1　六本木ヒルズ森タワー39F,35.6607345,139.7292066
1094,https://mediaarts-db.bunka.go.jp/id/C45132,C45132,"HYPNOTIX, Inc.","Little Falls, New Jersey, United States",40.8690101,-74.2082286
1095,https://mediaarts-db.bunka.go.jp/id/C45130,C45130,Megafolly Entertainment Inc,"Pusan, Seoul",37.566535,126.9779692
1096,https://mediaarts-db.bunka.go.jp/id/C45127,C45127,"dreamGEAR, LLC","20001 South Western Avenue, Torrance, CA, United States",33.8499945,-118.3104989
1097,https://mediaarts-db.bunka.go.jp/id/C45131,C45131,ACG,東京都渋谷区神宮前4-25-7-303,35.6690192,139.7081028
1098,https://mediaarts-db.bunka.go.jp/id/C45136,C45136,Spark Unlimited,"Sherman Oaks, CA, United States",34.1489719,-118.451357
1099,https://mediaarts-db.bunka.go.jp/id/C45137,C45137,"Red Storm Entertainment, Inc.","Cary, North Carolina, U.S.",35.79154,-78.7811169
1100,https://mediaarts-db.bunka.go.jp/id/C45139,C45139,CD Projekt RED Sp. z o.o.,"Jagiellońska 74, 03-301 Warszawa, Poland",52.2674045,21.0220371
1101,https://mediaarts-db.bunka.go.jp/id/C45140,C45140,ノーティードッグ社,"Santa Monica, California, U.S.",34.0194543,-118.4911912
1102,https://mediaarts-db.bunka.go.jp/id/C45133,C45133,"Nerve Software, LLC","Dallas, Texas, United States",32.7766642,-96.7969879
1103,https://mediaarts-db.bunka.go.jp/id/C45134,C45134,Raven Software,"Middleton, Wisconsin, United States",43.0972174,-89.5042876
1104,https://mediaarts-db.bunka.go.jp/id/C45115,C45115,ソニー・ミュージックディストリビューション,東京都千代田区六番町4番地5SME六番町ビル内,35.6878108,139.7325513
1105,https://mediaarts-db.bunka.go.jp/id/C45113,C45113,ZOO Digital Publishing,"Sheffield, UK",53.381129,-1.470085
1106,https://mediaarts-db.bunka.go.jp/id/C45117,C45117,ゼンリン,福岡県北九州市戸畑区中原新町3番1号,33.9009305,130.8422227
1107,https://mediaarts-db.bunka.go.jp/id/C45116,C45116,ガンホー・ワークス株式会社,東京都千代田区有楽町一丁目2番2号 東宝日比谷ビル15階,35.6730915,139.7599204
1108,https://mediaarts-db.bunka.go.jp/id/C45119,C45119,ナウプロダクション,大阪市中央区平野町2丁目1番14号KDX北浜ビル,34.6880197,135.5058602
1109,https://mediaarts-db.bunka.go.jp/id/C45111,C45111,DTP Entertainment AG,"Hamburg, Germany",53.5488282,9.9871703
1110,https://mediaarts-db.bunka.go.jp/id/C45112,C45112,ミノリ,東京都豊島区巣鴨1丁目20番10号 高木ビル6F,35.7311086,139.7407936
1111,https://mediaarts-db.bunka.go.jp/id/C45106,C45106,Koch Media GmbH,"Höfen, Austria",47.4701944,10.6859096
1112,https://mediaarts-db.bunka.go.jp/id/C45107,C45107,アルゼ,東京都江東区有明三丁目7番26号 有明フロンティアビルA棟,35.6314831,139.7918097
1113,https://mediaarts-db.bunka.go.jp/id/C45103,C45103,パンドラボックス,東京都中野区南台3-6-4,35.6853225,139.6681489
1114,https://mediaarts-db.bunka.go.jp/id/C45101,C45101,"Medio Multimedia, Inc.","Redmond, WA, U.S.",47.6739881,-122.121512
1115,https://mediaarts-db.bunka.go.jp/id/C45110,C45110,Cyan Worlds Inc.,"Mead, Washington, United States",47.7664789,-117.3552741
1116,https://mediaarts-db.bunka.go.jp/id/C45108,C45108,やのまん,東京都台東区蔵前二丁目6番4号マスダヤビル7F,35.7035588,139.7917698
1117,https://mediaarts-db.bunka.go.jp/id/C45109,C45109,リバーヒルソフト,福岡県福岡市早良区百道浜2丁目1番22号福 SRPセンタービル8階,33.5931839,130.3559864
1118,https://mediaarts-db.bunka.go.jp/id/C45166,C45166,Team Bondi,"Sydney, Australia",-33.8688197,151.2092955
1119,https://mediaarts-db.bunka.go.jp/id/C45162,C45162,SIE Santa Monica Studio,"Los Angeles, California, United States",34.0522342,-118.2436849
1120,https://mediaarts-db.bunka.go.jp/id/C45165,C45165,Capcom Vancouver,"Burnaby, British Columbia, Canada",49.2488091,-122.9805104
1121,https://mediaarts-db.bunka.go.jp/id/C45170,C45170,Ubisoft Shanghai,"XuHui, Shanghai, China",31.1882599,121.43687
1122,https://mediaarts-db.bunka.go.jp/id/C45163,C45163,EA Canada,"Burnaby, British Columbia, Canada",49.2488091,-122.9805104
1123,https://mediaarts-db.bunka.go.jp/id/C45160,C45160,B.B.スタジオ,東京都港区三田3-13-16 三田43MTビル11階,35.6436741,139.7434082
1124,https://mediaarts-db.bunka.go.jp/id/C45161,C45161,Visual Concepts,"Novato, California, United States",38.1074198,-122.5697032
1125,https://mediaarts-db.bunka.go.jp/id/C45169,C45169,Krome Studios,"Fortitude Valley, Queensland, Australia",-27.457826,153.0356579
1126,https://mediaarts-db.bunka.go.jp/id/C45174,C45174,Ascaron Entertainment,"Gütersloh, Nordrhein-Westfalen, Deutschland",51.9032375,8.3857535
1127,https://mediaarts-db.bunka.go.jp/id/C45172,C45172,Big Blue Box Studios Ltd.,"Beaufort House, 15 St Botolph Street, London, United Kingdom",51.5150654,-0.075847
1128,https://mediaarts-db.bunka.go.jp/id/C45177,C45177,ナムコ・テイルズスタジオ,東京都豊島区高田三丁目28番2号 ダヴィンチ高田三丁目6階,35.7158731,139.7066542
1129,https://mediaarts-db.bunka.go.jp/id/C45175,C45175,EA Black Box,"Burnaby, British Columbia, Canada",49.2488091,-122.9805104
1130,https://mediaarts-db.bunka.go.jp/id/C45179,C45179,Ubisoft Paris,"Montreuil, France",48.863812,2.448451
1131,https://mediaarts-db.bunka.go.jp/id/C45176,C45176,Ruffian Games,"Dundee, Scotland, UK",56.462018,-2.970721
1132,https://mediaarts-db.bunka.go.jp/id/C45147,C45147,Rocksteady Studios Limited,"Kentish Town, London, England",51.5490952,-0.144084
1133,https://mediaarts-db.bunka.go.jp/id/C45145,C45145,"Monolith Productions, Inc.","Kirkland, Washington, USA",47.6768927,-122.2059833
1134,https://mediaarts-db.bunka.go.jp/id/C45144,C45144,Ubisoft Divertissements Inc.,"UBISOFT MONTREAL 5505, St-Laurent Blvd., suite 2000, Montreal, Quebec, Canada",45.5261116,-73.5978012
1135,https://mediaarts-db.bunka.go.jp/id/C45142,C45142,Avalanche Studios AB,"Västgötagatan 5, Stockholm, Sweden",59.3131423,18.0714475
1136,https://mediaarts-db.bunka.go.jp/id/C45151,C45151,トラスロッド・ジャパン,東京都葛飾区,35.7432853,139.8472243
1137,https://mediaarts-db.bunka.go.jp/id/C45149,C45149,アリカ,東京都品川区西五反田7-25-5 オーク五反田ビル6階,35.6199542,139.718706
1138,https://mediaarts-db.bunka.go.jp/id/C45150,C45150,"Kush Games, Inc.","Camarillo, California, U.S.",34.2163937,-119.0376023
1139,https://mediaarts-db.bunka.go.jp/id/C45154,C45154,メディアワークス,東京都千代田区神田駿河台1-8,35.6979655,139.7623328
1140,https://mediaarts-db.bunka.go.jp/id/C45153,C45153,フジミック,東京都江東区青海1丁目1番20号 ダイバーシティ東京 オフィスタワー 19F,35.6251246,139.7764686
1141,https://mediaarts-db.bunka.go.jp/id/C45156,C45156,Techland,"Ostrów Wielkopolski, Poland",51.6549856,17.8068258
1142,https://mediaarts-db.bunka.go.jp/id/C45155,C45155,Eidos Montréal,"400 de Maisonneuve West, 6th Floor, Montreal, Québec, Canada",45.5063585,-73.5692834
1143,https://mediaarts-db.bunka.go.jp/id/C45157,C45157,ヴァニラウェア有限会社,大阪府大阪市中央区安土町3-2-14 イワタニ第二ビル12F,34.6843019,135.5033434
1144,https://mediaarts-db.bunka.go.jp/id/C45159,C45159,ランカース,東京都新宿区北新宿1-5-2 佐藤ビル1,35.6990899,139.6962827
1145,https://mediaarts-db.bunka.go.jp/id/C45201,C45201,"Epic Games, Inc.","Cary, North Carolina, U.S.",35.79154,-78.7811169
1146,https://mediaarts-db.bunka.go.jp/id/C45184,C45184,エイティング,東京都品川区南大井六丁目21番12号 大森プライムビル,35.5896807,139.7323517
1147,https://mediaarts-db.bunka.go.jp/id/C45189,C45189,BMGジャパン,東京都渋谷区渋谷1-3-9,35.6617118,139.7058576
1148,https://mediaarts-db.bunka.go.jp/id/C45190,C45190,クラフト＆マイスター,大阪府大阪市中央区大手前1丁目4番12号 大阪天満橋ビル4F,34.6902451,135.5199256
1149,https://mediaarts-db.bunka.go.jp/id/C45186,C45186,SCE San Diego Studio,"San Diego, California, United States",32.715738,-117.1610838
1150,https://mediaarts-db.bunka.go.jp/id/C45187,C45187,Zindagi Games,"Camarillo, California, US",34.2163937,-119.0376023
1151,https://mediaarts-db.bunka.go.jp/id/C45188,C45188,マップジャパン,東京都港区芝2-13-4 JBP芝ビル13F,35.6515636,139.7533988
1152,https://mediaarts-db.bunka.go.jp/id/C45192,C45192,Codemasters Birmingham,"9th Floor, Tricorn House, 51-53 Hagley Road, Birmingham, United Kingdom",52.4727794,-1.9213279
1153,https://mediaarts-db.bunka.go.jp/id/C45191,C45191,ポリフォニー・デジタル,東京都江東区越中島1丁目1番1号 ヤマタネ深川1号館2階,35.6721874,139.7887735
1154,https://mediaarts-db.bunka.go.jp/id/C45194,C45194,Production I.G,東京都武蔵野市中町2-1-9,35.7059659,139.5616973
1155,https://mediaarts-db.bunka.go.jp/id/C45195,C45195,Square Electronic Arts L.L.C.,"Costa Mesa, California, United States",33.6638439,-117.9047429
1156,https://mediaarts-db.bunka.go.jp/id/C45185,C45185,スキップ,東京都渋谷区恵比寿南2-23-7 エビスパークヒルズ601,35.6419755,139.7096264
1157,https://mediaarts-db.bunka.go.jp/id/C45182,C45182,Volition,"Champaign, Illinois, U.S.",40.1164204,-88.2433829
1158,https://mediaarts-db.bunka.go.jp/id/C45183,C45183,Rockstar North Ltd.,"Edinburgh, Scotland",55.953252,-3.188267
1159,https://mediaarts-db.bunka.go.jp/id/C45181,C45181,"Rockstar New England, Inc.","Ballardvale, Massachusetts, U.S.",42.625,-71.161111
1160,https://mediaarts-db.bunka.go.jp/id/C45193,C45193,オメガフォース,栃木県足利市,36.3401874,139.4497602
1161,https://mediaarts-db.bunka.go.jp/id/C46339,C46339,ハーティロビン,東京都台東区,35.7125736,139.7802043
1162,https://mediaarts-db.bunka.go.jp/id/C44958,C44958,メディアスケープ株式会社,東京都台東区,35.7125736,139.7802043
1163,https://mediaarts-db.bunka.go.jp/id/C44961,C44961,モス,東京都台東区,35.7125736,139.7802043
1164,https://mediaarts-db.bunka.go.jp/id/C46464,C46464,パラドックスインタラクティブ,"Stockholm, Sweden",59.3293235,18.0685808
1165,https://mediaarts-db.bunka.go.jp/id/C45178,C45178,"Neversoft Entertainment, Inc.","Woodland Hills, California, United States",34.165357,-118.6089752
1166,https://mediaarts-db.bunka.go.jp/id/C45141,C45141,Don't Nod Entertainment SA,"Paris, France",48.856614,2.3522219
1167,https://mediaarts-db.bunka.go.jp/id/C45146,C45146,EA Digital Illusions CE,"Stockholm, Sweden",59.3293235,18.0685808
1168,https://mediaarts-db.bunka.go.jp/id/C46628,C46628,Electronic Arts Asia Pacific Pte Ltd.,Singapore,1.352083,103.819836
1169,https://mediaarts-db.bunka.go.jp/id/C44734,C44734,Genterprise,東京都渋谷区西原3-19-12,35.6710392,139.6806689
1170,https://mediaarts-db.bunka.go.jp/id/C44738,C44738,Haemimont Games,"Sofia, Bulgaria",42.6977082,23.3218675
1171,https://mediaarts-db.bunka.go.jp/id/C44736,C44736,Grimm Bros,International,,
1172,https://mediaarts-db.bunka.go.jp/id/C44731,C44731,Frima Studio,"395, rue Victor Revillon, Quebec City, Quebec, Canada",46.812488,-71.223739
1173,https://mediaarts-db.bunka.go.jp/id/C44732,C44732,Frozenbyte Inc.,"Krogiuksentie 17, Helsinki, Finland",60.1844176,24.8590466
1174,https://mediaarts-db.bunka.go.jp/id/C44733,C44733,Future Tech Lab,石川県金沢市鞍月5丁目181 AUBE 4F,36.5969294,136.6258615
1175,https://mediaarts-db.bunka.go.jp/id/C44745,C44745,League of Geeks,"Melbourne, Australia",-37.8136276,144.9630576
1176,https://mediaarts-db.bunka.go.jp/id/C44746,C44746,Lionhead Studios Limited,"Guildford, England",51.23622,-0.570409
1177,https://mediaarts-db.bunka.go.jp/id/C44744,C44744,Insomniac Games,"2255 N Ontario St. Suite 550, Burbank, California, United States",34.1930644,-118.3448518
1178,https://mediaarts-db.bunka.go.jp/id/C44741,C44741,Hello Games,"Guildford, England",51.23622,-0.570409
1179,https://mediaarts-db.bunka.go.jp/id/C44740,C44740,Harmonix Music Systems,"Boston, MA, USA",42.3600825,-71.0588801
1180,https://mediaarts-db.bunka.go.jp/id/C44743,C44743,"Infinity Ward, Inc.","Woodland Hills, California, United States",34.165357,-118.6089752
1181,https://mediaarts-db.bunka.go.jp/id/C44742,C44742,Honeyslug,"4th Floor, Linton House, 39-51 Highgate Road, London, England",51.553313,-0.1434082
1182,https://mediaarts-db.bunka.go.jp/id/C44778,C44778,Team 17 digital limited,"Wakefield, West Yorkshire, England",53.683298,-1.505924
1183,https://mediaarts-db.bunka.go.jp/id/C44773,C44773,Stainless Games Ltd.,"Newport, Isle of Wight PO30 1TP, UK",50.7002372,-1.2948323
1184,https://mediaarts-db.bunka.go.jp/id/C44774,C44774,Supergiant Games,"San Francisco, California, U.S.",37.7749295,-122.4194155
1185,https://mediaarts-db.bunka.go.jp/id/C44779,C44779,Terminal Reality,"Lewisville, Texas, U.S.",33.0463292,-96.9941903
1186,https://mediaarts-db.bunka.go.jp/id/C44780,C44780,Teyon Japan合同会社,東京都港区高輪,35.634308,139.7345469
1187,https://mediaarts-db.bunka.go.jp/id/C44782,C44782,Tozai Games,神奈川県川崎市高津区溝口5-3-67 CARNATION 1-306,35.6060177,139.6166218
1188,https://mediaarts-db.bunka.go.jp/id/C44787,C44787,Wizards of the Coast LLC,"Renton, Washington, USA",47.4796927,-122.2079218
1189,https://mediaarts-db.bunka.go.jp/id/C44785,C44785,Upper One Games LLC,"Anchorage, Alaska, United States",61.2175758,-149.8996785
1190,https://mediaarts-db.bunka.go.jp/id/C44786,C44786,USERJOY JAPAN株式会社,東京都新宿区新宿1-7-1 新宿171ビル2階,35.6888343,139.7107236
1191,https://mediaarts-db.bunka.go.jp/id/C44790,C44790,ZEN Studios,ブダペスト(ハンガリー),47.497912,19.040235
1192,https://mediaarts-db.bunka.go.jp/id/C44791,C44791,Zoink,"Gothenburg, Sweden",57.70887,11.97456
1193,https://mediaarts-db.bunka.go.jp/id/C44788,C44788,XPEC Entertainment Inc.,台北市(中華民国),25.0329636,121.5654268
1194,https://mediaarts-db.bunka.go.jp/id/C44789,C44789,Young Horses,シカゴ,41.8781136,-87.6297982
1195,https://mediaarts-db.bunka.go.jp/id/C44784,C44784,ユービーアイソフト株式会社,東京都渋谷区恵比寿4-3-8 KDX恵比寿ビル2F,35.6459609,139.7120052
1196,https://mediaarts-db.bunka.go.jp/id/C44772,C44772,SIMOGO,"Malmö, Sweden",55.604981,13.003822
1197,https://mediaarts-db.bunka.go.jp/id/C44769,C44769,RedLynx,"Helsinki, Finland",60.1698557,24.938379
1198,https://mediaarts-db.bunka.go.jp/id/C44768,C44768,RED FLAGSHIP,東京都台東区元浅草2-11-6稲荷町タワー802,35.7109331,139.7831409
1199,https://mediaarts-db.bunka.go.jp/id/C44767,C44767,Rayark Japan,東京都渋谷区神宮前２丁目３０番９号エスパティオ神宮前２０６,35.6738154,139.7093472
1200,https://mediaarts-db.bunka.go.jp/id/C44771,C44771,SEモバイル・アンド・オンライン株式会社,東京都新宿区舟町5 SE舟町ビ,35.6897291,139.7214768
1201,https://mediaarts-db.bunka.go.jp/id/C44776,C44776,テイクツー・インタラクティブ・ジャパン,東京都渋谷区神宮前6-18-13,35.664923,139.703009
1202,https://mediaarts-db.bunka.go.jp/id/C44777,C44777,TATE MULTIMEDIA,ワルシャワ,52.2296756,21.0122287
1203,https://mediaarts-db.bunka.go.jp/id/C44764,C44764,Qute Corporation,神奈川県相模原市南区相模大野6-10-1,35.53101,139.4337504
1204,https://mediaarts-db.bunka.go.jp/id/C44766,C44766,Ratloop Asia Pte Ltd.,Singapore,1.352083,103.819836
1205,https://mediaarts-db.bunka.go.jp/id/C44765,C44765,Rare Ltd.,"Manor Park, Twycross, Leicestershire, United Kingdom",52.642629,-1.504612
1206,https://mediaarts-db.bunka.go.jp/id/C44763,C44763,PUMO,東京都台東区,35.7125736,139.7802043
1207,https://mediaarts-db.bunka.go.jp/id/C44761,C44761,"PopCap Games, Inc",ワシントン,38.9071923,-77.0368707
1208,https://mediaarts-db.bunka.go.jp/id/C44760,C44760,Polytron Corporation Inc.,"Montréal, Canada",45.5018869,-73.5673919
1209,https://mediaarts-db.bunka.go.jp/id/C44752,C44752,Miracle Kidz,東京都北区赤羽西1丁目23番2号,35.7748385,139.7198807
1210,https://mediaarts-db.bunka.go.jp/id/C44753,C44753,Mojang,"Stockholm, Sweden",59.3293235,18.0685808
1211,https://mediaarts-db.bunka.go.jp/id/C44750,C44750,MAGES.,東京都港区三田三丁目13番16号 三田43MTビル6階,35.6436741,139.7434082
1212,https://mediaarts-db.bunka.go.jp/id/C44748,C44748,ルーカスフィルム,"Letterman Digital Arts Center1 Letterman Dr., Presidio of San Francisco, California, United States",37.8006216,-122.4497704
1213,https://mediaarts-db.bunka.go.jp/id/C44747,C44747,ルーカスアーツ,"1110 Gorgas Avenue San Francisco, CA, USA",37.801297,-122.449596
1214,https://mediaarts-db.bunka.go.jp/id/C44755,C44755,Oddworld Inhabitants,"San Luis Obispo, California, United States",35.2827524,-120.6596156
1215,https://mediaarts-db.bunka.go.jp/id/C44754,C44754,Mossmouth,"San Francisco, California, USA",37.7749295,-122.4194155
1216,https://mediaarts-db.bunka.go.jp/id/C44756,C44756,ORiGO GAMES LLC,Singapore,1.352083,103.819836
1217,https://mediaarts-db.bunka.go.jp/id/C44757,C44757,Pelfast,"San Francisco Bay Area, United States",37.8271784,-122.2913078
1218,https://mediaarts-db.bunka.go.jp/id/C44758,C44758,PIACCI,東京都国分市,35.6761919,139.6503106
1219,https://mediaarts-db.bunka.go.jp/id/C44819,C44819,インプラス株式会社,埼玉県北本市本町3-77-2,36.0260634,139.5324444
1220,https://mediaarts-db.bunka.go.jp/id/C44821,C44821,ウィズ,東京都台東区寿三丁目14番11号蔵前チヨダビル 3階,35.7065399,139.7931463
1221,https://mediaarts-db.bunka.go.jp/id/C44817,C44817,インティ・クリエイツ,千葉県市川市南八幡四丁目17番8号 コスモス本八幡ビル4階,35.717278,139.9245965
